Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
294.1421668558733,305.4857012890482,1428,43.65835558252188,62,0
298.15875521605983,306.70975483217,1281,37.70074905045615,273,0
301.70777775470253,310.9937124559962,1458,40.30917943260784,182,0
308.64348822202794,322.34105203753603,1516,47.866272925636345,249,0
295.0657146078588,307.08566190693693,1483,35.53387522353715,78,0
298.77361077028945,309.9225846485797,1589,47.238305483213146,35,0
303.8866878803087,314.64824174959756,1281,39.150379700410745,25,0
302.1738303723331,311.8444703274424,1472,41.13562975739585,115,0
298.1192196438495,312.1179741745897,1799,35.96156219119865,165,0
299.3308851774198,310.93522044030027,1649,33.38137398704266,86,0
293.1255209581501,301.6264211302196,1592,38.6058199621936,80,0
298.8091312801267,306.0089267236914,1558,46.51505847167773,244,0
298.6680625499552,309.8017385539338,1445,36.490197198574705,222,0
301.1608494481313,311.0491111883744,1236,48.06260580010276,190,0
297.22336390590493,304.3654875720126,1568,37.13563309367413,195,0
302.3576926127257,313.21486494414887,1200,34.65886421809437,253,0
305.06357908909916,314.52552476847615,1451,41.26818524290537,67,0
300.77714663834234,311.8384764893973,1499,43.39535993897043,281,0
301.758782041996,312.64226247115784,1432,40.940439582602544,258,0
300.2657767378893,309.04924869480163,1825,40.754766977959896,103,0
300.00042196545706,311.26611149430545,1773,48.014801054706695,104,0
296.39220983228574,305.39639966701594,1654,40.47457273746063,55,0
301.58247130836656,310.7167075620046,1361,37.64796607295547,212,0
299.5135670079326,308.4490241946898,1788,34.335152283751775,91,0
310.46584154465296,322.7277904002655,1592,46.36817844715169,80,0
307.8667745123762,317.30562973626746,1358,37.87160988452911,201,0
301.9292327627825,314.674119123911,1504,38.359485058566484,58,0
296.18471395152613,309.75168369189987,1643,45.25939702534753,33,0
294.4379426400829,302.960504366374,1410,50.270738973886566,258,0
305.9557147654443,310.11372413605045,1521,41.25665956915405,11,0
301.3137461257357,313.4027652122782,1547,39.31500863467674,275,0
302.400717016958,311.71677322223775,1334,39.97173762413448,205,0
291.277070065129,299.544697238865,1459,37.72230857631684,105,0
304.6371924077909,313.45975619548494,1346,38.22076317165834,169,0
302.27210169107184,311.44247404833976,1630,38.24755384651817,94,0
294.44784657792763,307.04223275931514,1363,44.55364039002165,122,0
297.64237596275024,307.9621984413853,1543,39.55914703716304,210,0
301.3185860217826,313.8857832819989,1291,46.79656206304671,272,0
300.2623339917812,311.2507742303382,1329,39.418614200027775,68,0
298.5391440709822,307.92068262308123,1322,38.164854245286996,160,0
299.4825586596702,308.7018442532517,1456,46.38937502053268,259,0
298.74011310896555,309.86333061046474,1527,40.107750098131675,4,0
300.7628125605123,312.4036638191777,1554,39.36782866451882,2,0
307.3574598649658,319.35104523636755,1234,40.167803214079726,184,0
287.16670779534354,296.6436307725921,1474,47.33324756589169,42,0
298.81574867745155,309.1661603902605,1387,41.53038865893694,297,0
300.8825621068622,312.05064292537287,1580,46.24741994461758,36,0
301.4799699484355,310.71203989656175,1459,38.82687798920527,221,0
298.14042709339355,305.870547025788,1487,45.4470195361434,95,0
291.21639108760706,299.6038489542028,1388,41.188424182114744,277,0
301.63997741857054,311.15790653347455,1758,44.41287830990246,259,0
308.63675107082094,319.96116534926153,1307,44.83323118339982,239,0
292.3306929754193,304.84864796656353,1440,35.291902354800456,192,0
304.3191400684909,311.6070456510217,1516,40.35978803192032,64,0
298.35737388438554,307.1626838565256,1462,44.785989762752614,32,0
299.69337827085576,308.97765327672926,1385,45.58242684868594,78,0
294.73550744648026,306.3249415110935,1228,46.267172383962965,23,0
298.32771913822063,307.27149806744364,1396,40.52363862551246,235,0
306.5002229734948,315.64075830359985,1356,47.701047705647206,86,0
302.91327620993854,310.0892910556381,1751,36.71396715192223,132,0
308.6615580270497,319.6283726589962,1839,32.52617415154488,185,0
305.88705944488845,315.56426129569536,1492,38.611945530738616,210,0
302.19543339464786,310.8873433246887,1289,45.97921142173228,178,0
308.71967263083894,318.20064618187473,1610,34.568964144374576,220,0
302.1949657936915,314.44895679755405,1352,32.65070993561123,34,0
304.1399408839853,312.1301670673456,1417,31.39745506061058,83,0
298.51714523232647,306.8338259701193,1405,43.67972142095823,228,0
300.33272907929603,312.8372339742273,1424,32.761976373595324,215,0
296.5128808834986,306.66443053953634,1446,42.745151630084926,189,0
304.94791967297425,316.2874278663981,1302,38.35956708179911,281,0
294.10848188442566,304.91198570443703,1394,36.14700908176063,294,0
303.9117517120883,313.84108260750037,1652,35.00638837288018,25,0
299.0467447124742,308.3501464741771,1494,41.031454203384726,165,0
305.8562354673366,317.51935151230424,1518,36.22921092876237,270,0
303.7543449436563,316.0790180792786,1200,39.97513595153001,98,0
309.103230788234,321.2716074822662,1642,42.007031933866074,17,0
303.6538734556932,311.2829301883978,1397,43.06330617082121,35,0
292.13979872173377,304.7496207574224,1668,44.671602059031706,216,0
299.66523413550897,308.94936362711366,1523,40.82364172643562,275,0
294.13996403702595,302.6299049619363,1415,34.749549738452004,212,0
297.4086007881686,307.06994539463165,1248,42.32863667460137,11,0
307.5561421663836,319.21839903688107,1826,43.28101821134302,123,0
303.1876690544885,314.2685974225446,1620,39.09220384718961,104,0
296.50534785710624,305.9945750333977,1629,38.56048435792732,273,0
294.931413167798,306.60674490155395,1772,52.375886926820115,159,0
300.16391046438133,310.4436316259002,1533,33.5347441584826,70,0
293.91719925309434,302.7712563220156,1702,42.46837185971444,170,0
296.6442986130171,305.2282280471001,1428,45.23015723191575,224,0
301.5600473577562,312.38051704659944,1610,38.29367379388564,174,0
305.77656018053347,315.61152470890227,1405,39.15741624049586,125,0
303.0438073611222,310.29279705429497,1424,37.992666846354126,215,0
288.5435524570095,300.23787544314854,1514,40.001111564320404,91,0
301.5218336451513,310.56128358790244,1309,44.49746281343606,38,0
300.3601678661629,313.5444071621405,1549,39.008960230491176,258,0
302.06945142686345,309.26347145655404,1453,55.55296069531519,215,0
308.08104840825604,317.719631215476,1201,37.73631203728594,219,0
289.68380861597626,298.2838532470978,1431,46.887575828328295,266,0
297.0444828740445,305.0936378332898,1448,42.719624311863605,213,0
302.95453161396676,311.98095018045,1627,40.542365605716874,9,0
292.0920280027303,305.63316322080425,1542,47.353805471787986,253,0
307.37974524026754,317.6664855804265,1717,31.999618771716005,10,0
301.84178306350327,310.2583669859084,1578,42.12589229233292,207,0
304.232919929217,310.5756631085422,1416,36.41810030835922,297,0
297.14528169239105,303.7025565996957,1491,37.82006032447413,120,0
304.06881844983104,312.9958921615936,1447,37.58498853981997,93,0
305.3423577799452,314.07498181166784,1573,35.18087853438796,278,0
301.16439010068586,310.7162886882169,1508,31.73709908488327,136,0
301.17200446349347,306.6276368626218,1405,41.94392117762681,276,0
301.35171619640863,311.16835300631556,1501,39.67065058293628,93,0
295.6832736763031,307.73873322659733,1569,38.49704343016572,55,0
299.26235659879825,312.50803909352663,1349,43.79587344039882,166,0
299.2373873377382,305.4484950419039,1547,42.25967410975264,111,0
301.91696932176745,310.31418380328915,1263,38.665817727106955,213,0
304.99912123455147,313.2906535126024,1665,55.25461841113699,89,0
294.70731959010794,304.99876244515923,1579,45.08994357936957,227,0
299.3749548484021,306.9354099126492,1744,52.22400354054621,106,0
307.40727773829485,320.7718042357482,1332,37.9252253789666,106,0
296.2820588559372,306.3691037993087,1670,41.248495605150936,212,0
295.8887499135484,305.64245733495,1640,33.808653689146674,78,0
301.01153095915595,314.1969584267215,1472,38.347608426172705,85,0
304.2219259524266,314.1898307042599,1443,37.08020362683475,163,0
300.0571302778033,310.8577370908007,1337,54.97752623328418,99,0
306.64480295218493,315.14320640560084,1298,36.53761351147115,115,0
304.2839699128326,311.54296578272385,1387,38.829830915957885,101,0
304.2091003344503,312.98837707144185,1311,32.73164846568803,186,0
302.7705825066205,317.1445341845101,1739,42.66861683879433,100,0
311.6382655017304,322.90430739830435,1274,35.49887294954915,183,0
298.9741915556698,309.5232612298919,1522,44.59272864513168,70,0
289.98238853966745,298.0296417592971,1565,31.05837696226088,268,0
308.0212718075857,319.8437734095534,1553,39.391883549506524,285,0
297.7115028452159,304.9961162965883,1566,30.771000497897415,1,0
300.5394022217152,307.4052893223504,1641,37.54743521624134,31,0
306.54775342430264,315.4299791785393,1433,38.56393574658105,30,0
291.9887022947054,305.89768411862826,1513,37.00484267838238,54,0
293.7417639294693,307.53755239425453,1455,37.498918671046845,236,0
291.9936103144057,301.0911364579046,1695,44.85584134678676,74,0
296.02931854987287,304.6809205134769,1814,50.87227159271371,175,0
302.198183030085,308.9174589489654,1320,41.69653600779777,75,0
302.62093921406387,312.777000665104,1200,35.699782044914954,18,0
301.38137089664275,311.705396400619,1585,40.32038719656358,25,0
292.93617058053815,304.515283088932,1660,38.228654169623844,282,0
288.4494828168368,300.2708978434871,1793,44.44696432298945,167,0
300.2717679269519,309.87692409162264,1610,41.439306134198794,195,0
297.64111983180834,308.7531755813275,1709,32.11102525944028,56,0
302.29692885858304,310.89565112288994,1749,45.489677438621946,145,0
303.50976813110634,314.5838531978277,1719,44.834202697754506,197,0
300.6912071602934,309.6767430039243,1632,47.475143517839356,233,0
303.8006654268793,314.71958245881314,1307,37.41779549584591,197,0
301.14605687057536,311.9030595211461,1498,41.504868884575565,178,0
302.65032352800733,312.78793077939747,1545,34.076116624367906,187,0
296.4766336856506,308.0657131219693,1485,39.74377595981751,111,0
299.1019429308427,305.9611447881213,1494,41.98492668799523,209,0
300.9838804832848,308.85404804684293,1735,36.819721143190705,88,0
304.1026423770871,313.56252302998104,1386,41.711699907161,215,0
298.0312941388771,305.1447673635305,1619,40.84000047065916,136,0
302.60583627866055,311.7921072495511,1547,37.75081771649868,173,0
298.6708060404231,307.921545450268,1371,46.987357030356165,142,0
299.41228916335933,312.0316567366927,1338,38.82778615449525,170,0
304.14759521012036,314.4326626147033,1244,40.664243623390114,213,0
290.03469814472925,302.093557296857,1572,32.665483753839354,84,0
293.5176383596262,304.1209877972456,1490,42.59595536018902,141,0
292.5890730127859,301.5177384703218,1376,37.61553145795237,120,0
288.33191940075847,298.5993530162515,1218,44.78605484737604,5,0
296.6086777992241,308.06753046708843,1564,33.44426882233569,255,0
303.7471694986387,316.13397215152384,1473,42.15348475496361,205,0
298.57557966808713,308.31095954221826,1392,29.089719040939833,13,0
300.9889504097093,307.6939291220034,1355,43.079340491903324,20,0
305.446087483554,312.01048296871016,1464,39.12598679614144,277,0
306.6384306613385,315.9856054411047,1570,41.99676754573744,253,0
299.6543103263693,304.97850732407335,1450,36.99918740184556,218,0
306.767929447847,320.3581383793207,1321,35.25350450638817,212,0
300.46063329217054,311.65449975497,1491,37.82748442655151,252,0
295.8130088808627,304.5416748618682,1656,40.960059961176064,179,0
297.0279982390063,304.8087030509887,1506,42.882853328304165,1,0
292.5973174371749,304.65355562912714,1510,41.519218133899244,136,0
295.5593307313317,303.33205642002974,1451,35.31619600748655,99,0
298.20991655962786,306.17346303242573,1366,49.1883970896468,51,0
304.017925096893,312.48603321683964,1361,41.66407036459751,257,0
308.60384915582995,318.8320239849786,1250,36.888177457126986,196,0
293.0890924231148,304.33068730140957,1677,42.12110102583242,270,0
301.9641373412996,314.3494818081309,1569,41.27993639502586,32,0
294.79728030421234,306.88722290210575,1512,39.12333381931036,292,0
302.373485442316,312.3750328607855,1544,38.536056752342745,181,0
299.3445667465614,311.38561069407405,1550,44.92435614369919,170,0
290.84547087076237,299.50347164280964,1389,48.63923815731392,55,0
304.6414849578424,310.9997529289185,1451,29.819981164219328,187,0
296.97499643595637,305.63273429253536,1428,46.15267787991526,179,0
297.33049880813223,305.71797777957966,1876,40.099647617033085,210,0
294.65123794355156,303.3872637999532,1653,41.183452719138124,45,0
296.7285836165622,304.80983415807844,1525,46.758211650417486,190,0
302.1394522034746,311.21723304831517,1704,26.725955538874597,28,0
299.05377829531795,310.2938127235051,1685,44.07394704627187,21,0
301.6433100114124,315.07382421673753,1292,46.4124853086721,141,0
301.8096092696442,308.3589163211262,1466,36.55691629674925,35,0
306.60330827764085,314.02783902383936,1497,33.03023483473208,212,0
298.2860692456781,306.70317672822176,1591,48.19964408090164,144,0
292.61571091577133,304.1471946706445,1466,31.218041320991617,71,0
305.3361120828599,314.92621719691385,1485,42.09324897689911,81,0
298.34255913951375,306.8943406933065,1430,45.115541731956974,149,0
305.5729622228869,317.0064282382977,1657,41.98299502624801,179,0
301.91688556591237,313.8296660985963,1283,42.82316294996727,239,0
299.3443123489833,309.30679243013606,1435,38.67490197712665,171,0
301.7438794702315,310.1114410169904,1223,42.3136034594121,164,0
309.7550628006315,320.2956219351023,1345,36.45765702073176,182,0
310.38490264526877,319.91836622836365,1547,37.105277732027034,179,0
300.3469056756639,309.86487918809297,1550,40.177728820859855,104,0
300.8009529665854,309.7761525293817,1453,32.30078067424475,66,0
305.3812007873319,317.2311672819761,1668,42.885200566309265,157,0
295.77169483616325,306.2714552888168,1703,27.596308129351534,37,0
301.6653518630913,313.73675362687055,1489,41.8140773268664,72,0
299.87068576023074,312.543338051187,1537,42.284359754368154,44,0
301.5695410572878,312.48750259502106,1432,36.02739811776102,147,0
295.83315597025296,304.8202017404827,1594,33.83016930504532,291,0
292.05216253345515,304.13281499789474,1320,37.959151389817514,262,0
289.6350828200435,300.56641222460024,1769,43.19838634374283,25,0
294.41307943505194,309.6198149886672,1670,41.72849557695091,246,0
297.70662357530335,308.32682935229275,1320,34.44233445554997,45,0
298.5340420667562,309.92941814478434,1381,40.528405469889776,273,0
309.6861558121476,320.26700359473966,1563,41.309783941054526,61,0
305.5299668495365,315.33176966580027,1449,41.09785040081769,37,0
295.18954441829186,304.67196131911675,1581,35.067043415402324,236,0
301.7385422622548,312.32702995157194,1446,40.778513651195645,249,0
297.9646088182484,309.0069603218761,1728,44.588725059459705,119,0
298.5781808097995,310.8869566090884,1501,42.68480859587532,163,0
300.9266282470769,311.5443293636844,1863,42.0573995745372,237,0
303.095855584877,312.1700772340265,1590,48.213412838519524,255,0
298.3037075805799,307.64999958738196,1297,40.83895564519391,125,0
305.3192576636718,312.67338377786547,1812,35.790454645271865,235,0
294.29030886928797,307.6127365564326,1664,35.806290772685514,238,0
300.03169531181135,308.94934808476967,1557,40.880135884711976,237,0
312.9883686329792,324.923249553255,1596,32.81228314727825,268,0
301.11539871312635,311.66850042801144,1321,38.44508563635141,250,0
307.16607253303084,317.77353619470966,1229,42.320868258149424,134,0
300.45760089086605,310.22270514032135,1493,45.85572501384033,94,0
302.903885476649,311.3282876993957,1706,32.27993126366372,295,0
299.71608402803656,307.7790132270526,1559,40.495388094843875,133,0
299.147962094179,312.6048928717889,1756,39.65881943290662,279,0
296.1025880163729,306.3305101740474,1698,40.18752850541264,299,0
302.1515067947878,314.4020422871631,1503,40.707827527930846,4,0
295.7423140540712,308.51212792936167,1677,39.84166501445412,42,0
303.32792618156714,312.5062323213687,1728,46.96104475266031,169,0
305.42643502222955,316.27344655408524,1487,46.21998358214391,26,0
301.83265703618616,311.92267858716883,1467,50.71644594285211,197,0
298.56875633222154,306.25432872618774,1521,39.947139002843876,3,0
302.26982789654346,311.89886794473495,1200,37.94655270256099,252,0
298.45663472226795,309.6316479027464,1542,35.16118995905189,128,0
304.6777356273258,313.67967711730404,1608,37.40280887674195,202,0
290.8429695789244,300.19328318818066,1521,43.572855663774796,139,0
298.3219631594068,307.9752294486355,1551,44.34262544230289,206,0
290.04594002438,304.2689986870002,1493,43.37757372317374,204,0
292.524695848864,298.85659797465513,1200,36.677661588937575,86,0
